order_id,review_score,review_text,customer_unique_id,review_id,category_english,macro_category,english_review_text
cce9265db762ed6a292410cee5e5369b,5,como sempr foi dentro alia bem prazorecomendo,a2580d4b7f5471bf5e8352446ba6628e,7649749409648f35e1b3ff92f8e51c5e,health_beauty,Lifestyle,How to be a true believer in another good prazorecomendo
c645c38b97d82c6a042adcf18df3daf3,5,ótimo,04f158a79b9d85dafce892b097226c36,9a6ed2d8aff06a8a18b189770c51435f,housewares,Home & Living,This is a great idea.
189f6ebeadf450bb5abaff2b8a55ffd2,5,excelent,8266a33ae45def22e9a5142f504746f1,4bea7a817d3b2f7c756c6bbbe5ae12d6,health_beauty,Lifestyle,Excellent
4f8c25939ba36d08d148252e8b3846f1,5,receb anda nao apliquei,55a4c5ebfd8fcc86eb83882fa0464977,e925059108b61f1dd2c230f80eebe2b2,stationery,Media & Essential,You can also apply the receipt.
dc43b4be2ecaa2252af476b7f87f01a8,1,nao gostei da pelicula levei pra um profissin colocar porem ela ficou cheira bolinha ar ele fez td ma ele proprio nao recomend,27928ff0f459ae39dc4d30c6658aff24,5c3b0040cb3ce54ad69c715e16f818e8,telephony,Tech & Gadgets,The guests of the movie are very excited to see a professional place to put a porem she was cheira bolinha ar ele fez td ma ele proprio nao nao recomend
a3925c1c7a9d4544b8b2a2d34988be43,5,ótimo lugar para fazer compra rápida segura informaçõ bem clara recomendado,6af21304f6b3cb7e6ea276b0138193a8,6e2b17fba28a8ae2642c473e62fde236,sports_leisure,Lifestyle,"A great place to make quick, safe purchases with clear information recommended."
58e03095584d960583933517a2aae5df,3,recebi soment chaleira faltou lixeira,73b1470cd1a6813c6a7683ffd1486698,a55d897ab937ce821673011c55c692ef,housewares,Home & Living,Recebi soment chaleira faltou lixeira
dcb6b3a5dfe3c868690d213b263b6dc8,4,muita praticidad pontualidad,0ad16341f17f169081c112d019a8b22f,a8ad7f16d83c1b066f24a05a96d8e20f,auto,Home & Living,A lot of practicality and punctuality.
9b7dc894401e705fca11db5f78a1c54b,4,ótima compra recebi dentro mercadoria estava como pedido recomendo vendedor,125f6a093e3f2be801d70e4eaa16f9f0,28801f0de2f2d0e93f5733f9cd616204,cool_stuff,Lifestyle,The best purchase receipt within the merchandise was as ordered recommend the seller
8aa5b35619d1aeb3068187d868c9aa41,5,td ótimo,101810d5a28d9391b52c5c2bc3dfab08,2d5e9b83e18d22421ae1562efcb4dad0,bed_bath_table,Home & Living,This is a great idea.
ada8de3a9486cea2fce7f4b00319cf3c,5,eu gostei comprar sim chegou certo,ed81a42bec90c87578108d2e4c742d20,6da8b5c00df4189bf93c587b1a03ec4c,auto,Home & Living,eu gostei comprar sim chegou certo
60b37209020e1a5a5857b1ceec4037de,5,quadro bonito bem feito otimo custo beneficio,058c974241ca9223249ab8ba9274478b,65730532a5583418ee721876062a6cda,furniture_decor,Home & Living,Nice picture well done good cost benefit
3a72e0086b573f6aae986707a645e8e6,2,comprei escova ma nao veio mesma q comprei pelo site,05a4ccd655aab0d1303b42b3bf3418ef,024af0290d8c475eaa40ee57c6ea5ea4,health_beauty,Lifestyle,I bought escova but didn't come the same way I bought hair from the site.
d7362aa5fe91fbcde99a34eb3f592a36,1,atraso na da mercadorianão cumpr determinado,b1b0842057222beaaed8c19b7b12f433,10467dc456e818c60bd750271b5d183e,bed_bath_table,Home & Living,The delay in the sale of the goods is not determined.
c5286c3adca434033c81d5622ebf1c2f,3,rápida apena acredito seria bom vendedor informar site possui apena frent tem verso ilustrar isso em foto,6be2dcacf82048d103cbd54e0b8937f9,3a92d6c4ac2b89af3e0d1d0364c78bc6,fashion_bags_accessories,Lifestyle,quickly apena credito seria bom vendor inform site possui apena frent tem verso illustrate this in photo
3478ceafeac42f48c6638021262660a2,5,rápida bem organizado deixou nada desejar,f8e7e381ec820cca13ec1a0132a85de6,b118f5943f02bd77e55d22eaf491aafe,watches_gifts,Tech & Gadgets,A quick and well organized organization left nothing to be desired.
da8831dfbb89ea6b128840224899b348,4,seria mai fácil seria fazer uma nota só para o produto qdo vc fecha um pedido sem ter terminar compra ruim deveria qdo vc coloca compra carrinho haver tendo retorno mai facilita,f273a84cae4a2471cd80beb382d673bc,52c7c153654a436a7bff2cf1fc7c7fde,housewares,Home & Living,"It would be easier to make a note only for the product when the date of an order is not reached, and the purchase should be completed."
719a96d91d44ae214ba638b02db33331,4,tirando rebarba uma lixa ótimo,1b5720c7b0ee7183c2eafe3dba65111b,5699dd6cfd3e91519755f2b6cb6a851c,housewares,Home & Living,Tirando rebarba is an excellent lixa.
b32669c7ee374ba5372e0824e5ec560c,5,chegou bem eu adorei aparelho da um trabalhinho ma ele deixa pelo tão pequeno fica invisível parecendo foi depilação cera,aa69091f4d619f53b251229ddc31aa8e,a959ae2b148b730cb1861bd04a6253f9,health_beauty,Lifestyle,"I love the device and it works but it leaves the hair so small it becomes invisible, seemingly a wax removal."
3398f00480d402f9b8522e6bda2c29d5,1,comprei na voltagem veio na voltagem como faço para resolv isso,7e5648efe6a31f6ea6e67e9dec701ed4,bc44724238658e1385b44181ccc68891,health_beauty,Lifestyle,I bought a voltage came a voltage as I do to resolve this.
8f6113583cb848cc612f68992c04190e,5,recomendo poi são eficaz,353783c5693e255ecd10defa6005a68c,5af8d97a01d7ab0fb64acc0d9a722c20,home_appliances,Home & Living,Recommendations are then effective.
7a2e13975471a7fa79bf252ac36cc095,5,ótima charmosa linda ideal para dia dia,85808a20360c40e2e09a9b176ab2ecbb,7b98cdf6d8addeaa2322d1d9c8a10d91,fashion_bags_accessories,Lifestyle,"It's a very charming, beautiful, ideal place for the day."
92e569b96881cdc062cc199bc7465002,5,super recomendo,5ceb31e960b2c44e38fa80db623b26bf,2c5415bfc68a4265f185e3da9eeee7ca,sports_leisure,Lifestyle,This is a super recommendation.
650301bf72680bf7f46369e5059b95e6,5,pena frete é salgado poi ai comprariamo mai,fab45e0710673a39066fd1d8e0120102,643f8446ac8440ef80d53de8d9c7013a,furniture_decor,Home & Living,The freight is salted and then we buy it.
4e16f71b2a5ddc0266f9ddfdfd0bcfba,5,bom recomendo tudo dentro,4ee553fa4da24e46926241e4a67812b0,f07db014a097bea9fe8a8b66d4e3e531,perfumery,Lifestyle,I highly recommend everything inside.
1cd399dcea276c15247818674bb83c63,3,achei inferior ao vi site ma atend bem,1271e59bf9337e70d4ca21fae84832a3,abee8ba52893c9d62bdfb0013a3b4868,baby,Lifestyle,I think it's inferior to the site but I'm very good at it.
2a3841214d240e56b99cea5d97c48a5a,5,ótimo,f64d1d687126db288452aef6b25aad93,fcde8efa8d5fdc3dac14f22ce651a4ca,electronics,Tech & Gadgets,This is a great idea.
bf828da22f0015742c0558ad02024d44,4,tudo ok,5b99cd9116cb95dca128af1688ceb0bc,8817052d85b25993c3ca021e832ccd4b,auto,Home & Living,It's all right.
3f2169b11962eea86fc1eb73ddd46297,5,bom veio parabén estou satisfeita,fdd9701849698c48abf5e305013e077a,57bc2bf697d128c12c00e037d4341815,auto,Home & Living,I'm satisfied with the paraben.
83c1379a015df1e13d02aae0204711ab,5,foi entregu,737520a9aad80b3fbbdad19b66b37b30,371579771219f6db2d830d50805977bb,home_appliances_2,Home & Living,I will give you my faith.
24e7eb8286ce5ef529b9fcc4fe92ecb1,5,ótima loja podem comprar nota,394e443b39ff54e40240589056638f54,d0566269d49367435f97388c8e560326,baby,Lifestyle,The best store can buy notes.
afffe744c625af23449137b8f832e630,1,recomendo poi entreg consigo falar ele é ruim targaryen,b5d6fa3d2213927296ac893f14f4461c,1f57ecb3f93be658c338ed216bab4096,pet_shop,Media & Essential,I recommend then deliver with me to talk he is bad targaryen
1ae6cdc7484c3cf6f29144b09d68f360,4,frete está mai caro foi uma necessidad contudo apreciei terceirização da compra pela lannist,52d58e64c15c043d32e7ac7456ded50f,a7ae38515a5d66cca11dcc508887ec2b,housewares,Home & Living,"Freight is more expensive and a necessity, but I appreciate outsourcing and buying for the night."
bfc9f97fc7ddacf8a3c33c4b2bd15a93,1,eu encomendei mosquiteiro solteiro eleg queen chegaram mosqueteiro solteiro nenhum queen nota fiscai vieram descrevem outro produto o encomendado,7b70db47e11fe1776e5fad230f1a9be1,e44d35fe83dec0194ff929af5c9f1bac,bed_bath_table,Home & Living,eu encomendei mosquiteiro solteiro eleg queen chegaram mosqueteiro solteiro no queen nota fiscai vieram descrevem outro produto o encomendado
ed6901dee965e2c8a7706a9e18b84689,4,otimo,cd43869bea949bd24f06977485cef68b,0243be945c78d44c858775f72e96a8ed,stationery,Media & Essential,It's very good.
dfa133091470b285a434fad21fb4bbd9,5,recomendo todo,eca792e3700ecd4974baec86183ca697,541680ffd8b4241dde7d79d2c81a1bab,auto,Home & Living,I recommend all the things.
84d27863cf4593bdc358f6b17240a3c5,5,recomendo,fd371eb81854829e8eb8f13e522c0f0c,1caaf420bd15a7cd270368ee268888dc,perfumery,Lifestyle,Recommend you to do this.
eac07a0dbd3a43600f76d084fb472e63,4,poderia vir um pouco liquido para testema chegou rapido,3d5828dbc0f8025a48f9ebf72b223919,15ec964ec27a77634222a1c140cc6fc9,musical_instruments,Media & Essential,Could have some liquidity for the testaments arrived quickly
469a464be162099fa2c0e8f1cfc871db,1,recebi,dfefe9b186f8c4959ae173c4c5ec4812,15bac14f79d25c34c3e40f126f3c2746,furniture_decor,Home & Living,recebi recebi
88c33b2b9b484cba6a371fb39f8b2882,4,só acho deveria ter mai informaçõ,ae02069049e6831b188b9b55a0e93987,0d5cf33913afe2260485a2b2f79acb5e,bed_bath_table,Home & Living,I think I should have more information.
f352ac1d5c7a30a8108382cdb40facc6,4,chegou caixa é bonita ma peca um pouco acabamento,4477ea4136d2b825b157952bab5a4c05,9a89ed19650141e72c62b333ebed8104,housewares,Home & Living,The box is pretty and I'm a little bit finished.
924d24dd7c6de024d96e25d4812d65bd,5,ajuda bastant,a78b060358eb2d9bbd19158b0d542f25,714e9d79837ebfe69c8917218e1c2273,computers_accessories,Tech & Gadgets,It's a pretty helpful tool.
c4f5e515c5b864e0f0cdea33ce83244c,5,segunda mochila eu compro soment cor diferent é linda moderna,697452ef6f8c549b18ffecd3e0197460,9f6ea3271d27336a9fedc2fa628bda70,fashion_bags_accessories,Lifestyle,The second backpack I bought was just a different color and beautiful modern.
420011ce3780f71ff75fc9d705144a9b,5,rápida qualidad,3184857361deb56be5aaa646f2737994,df0bece0f42b601403a2b7d40f487efa,housewares,Home & Living,rapid qualidad
d14ebe879e1587746439c3652f063eb4,5,bom recomendo,c17a9eb6a00b4d02003ff9fd6bebdff4,b2fd153ac37e3340edcfc2075773af42,sports_leisure,Lifestyle,I would recommend it.
777e1991a17b077dc363745bbaf05e2f,5,super rápida recomendo,5834285a23ef73b5e7d289518129239e,e45e11b96636d2a6ce6f58d85b894a9c,consoles_games,Tech & Gadgets,Super quick recommendation
a01ca80edfd6ef1c7acefbef55ac7031,1,foi entregu defeito hora já passou recebi nenhuma ligação,b77e57099c3699d020fbde9380a7e0b7,1d1ec149388b600d4f97f5796412e6e4,luggage_accessories,Lifestyle,The error was deleted an hour ago and no connection was received.
aeebf4abbcfb9bac43b6a31399a3e93c,1,recebi nem nem email informando situação,55d9dfbb0709232b92bd2781c2d03858,415c61aa5897b0f143f15d33340b34a3,garden_tools,Home & Living,Neither receiver nor email informing the situation.
f1254ee692815f607bd748f1b50423db,3,infelizment cumpriram nem é época natal ou algo assim justifiqu atraso,f2cf0784eb9c2c9e6334468850be3f80,c33cf36feadc68c520f2230608570704,stationery,Media & Essential,"The unfortunate conclusion is that it's not Christmas or anything like that, and that's why we're late."
0c79ffcb0fed5ff297c2a68be02f4f8c,1,recebi,4a338466140e0d0a7bd02da80d904f0f,813d1ef40d2d7819b6a0200e91acc3b8,home_construction,Home & Living,recebi recebi
ab1f91e3f37cb07da2a18c32782ad717,5,era q eu esperava,40499c54ed0f69e730b9596af397f886,e3a0c6145cf5fb7e32cd26be564119f9,housewares,Home & Living,What the EU was waiting for.
b48c09f638b289e9055c56ab3c3e4ae3,5,excelent,99f7fad55b93ef28bda9d8fe5561dc3b,acc92162454a5acc503b828374d7c0dc,office_furniture,Home & Living,Excellent
803fb022a1abcf6fa24b70fee9c7ac7d,5,foi entregu,9945a60ee0fda58bcef8d67be5122509,4558e33ef25f2aa613be889b71e94571,health_beauty,Lifestyle,I will give you my faith.
03c83b31dbc387f83f1b5579b53182fb,5,por hora está funcionando bem estrega chegou esperado parabén,44a744d964ed677fa34517db79feca6f,b2c08803c3f5e4bb8be584ef5c18ba16,computers,Tech & Gadgets,Per hour is working well and has arrived in the hope of parabens.
c22f4f00d48f26a217d8f07c7653b588,4,qualidad ainda foi testada ma em mão super minha expectativa,40bc0c5f4ce6024f045e62c269a8645f,827250b49c78f6f50c2ede907e903da6,bed_bath_table,Home & Living,The quality has yet to be tested but it is beyond my expectations.
893164a028d4c803fb8a597327b48488,1,conform foto comprei um frasco cápsula ma foim entregu soment um frasco cápsula,442ad7ba94a268d72f436bcb3b663841,0d83bfbb6bae15538fd48a47d5afdc8f,sports_leisure,Lifestyle,I bought a capsule and then gave it to me only a capsule.
a4244008bc97ae9cdc3807237fa83229,5,combinado chegou certinho recomendo es loja,a5ad2403eb313ee26919d8a3ad85448b,a2e0d982abe0a650156ec056ca4d1b85,watches_gifts,Tech & Gadgets,The combinado arrived with a certain amount of recommendation.
f06f8d3837dbab6729adfd09ba404938,1,recebi metad materi,dfb7a2966ba44addc521d958835bc5bd,0cfd1e1f5df30aa51419c8f420f2ea2b,furniture_decor,Home & Living,recebi metad matter
1d9620d3304b1a785d94220904c4a33b,4,recebi certo tempo certo,10b7d6b1cf97cc6cba1bb7b7e2931cf7,6ca6d5d0264371dd0e841c1a85b61dd5,bed_bath_table,Home & Living,Recebi is the right time.
169ea2de3034acb7ff710f2ed686841c,5,bom chegou,4400e681a699edfa0228e7a79cd3a945,501baffdd7fd0702b8b2323245dc2c10,health_beauty,Lifestyle,It's finally here.
dc103edeb857e3480e63f64cd8f7411b,1,entregaram produtonão ligaramnão deram nenhum número para eu possa falar algum representant tem uma criança ansiosa esperando pelo chega,863f33ad6779954e7c3610131753e846,985fb5587545cbb77dbb8a57fa28e416,toys,Lifestyle,"I have delivered a product to call, and I have given no number so that I can speak to any representative of a child anxiously waiting for his hair to arrive."
b13732c40c7e74c2d89c595fdfae8fa6,1,recebi,e51df0c29d5cb32c4b1e0d8e63fa9232,25aa9015efadcd1123a8239124864e7c,telephony,Tech & Gadgets,recebi recebi
3ab51ff55eebf63d3c2635757c61b5fc,5,eu esperava bom,7f013a91e9f064ebde755662228b3e20,9c32b642c1d088fc8cf1c911532e9e8e,fashion_bags_accessories,Lifestyle,I was hoping for a good one.
cdfc8d98469b5469527223fa4d487882,3,ok bonito,d2e9386bb0a89d5e832f4fbbe677514d,6ff9bab509f2532243acd7d652c0f598,furniture_decor,Home & Living,It's pretty nice and it's okay.
1f21b692c9d8f0368278413ecd0878f3,4,blz,cf512cfdf59fee3876844764595d3fff,9b5fb25aaf65febc7da6546649f7d40e,furniture_decor,Home & Living,blz
01719300f9ca182b8361556a3873d8ed,3,feito rápido,a3a5ea7b1ca85d1a9e4a756cfbf0060d,32625c2c08605dc2bc6da3b927be0c45,bed_bath_table,Home & Living,Done quickly
e1fa2787ce8e0bf4ddf128a263acad6c,5,ótima qualidad recomendo todo,7af162f1dd9504838abdf4a5e225701b,381288331877d8056e8fe7c3e1aa6866,computers_accessories,Tech & Gadgets,The best quality is recommended all the time.
c54d822dcfd0f7c672574a607c9403b3,5,entr super rápida,134fd5fd63ee2f45735524ef3dba7a81,4d3ff9f8c57cc584747eb184ef4cdebe,toys,Lifestyle,Entr super fast and very fast
338be6220254203898339bb8b6021138,5,mesmo paralisação chegou previsto vieram sem nenhum problema,886c8a8c924043f8fa45387ddd9a16f7,3932906047a7d32bef9f69b580752a3d,garden_tools,Home & Living,Even the forecasted paralysis came through without any problems.
f9ada76953fa490d8a254d2e28f353ac,5,recomendaria simplesment pelo fato do envio poderem ter mesmo problema meu,b5283f89d656dd98b1376dfb0926ae2a,61a7a644de263a932ea622dcb4a7c348,electronics,Tech & Gadgets,I would recommend simply because the fact of sending could have even my problem.
c383ab7c64e3ee1503e3574b22e37dab,4,site super confiável,dbd646e11d140ae5452828dd2eb2c6e9,57ca18bcc163df65294f77b57658537d,electronics,Tech & Gadgets,This site is super reliable
790e5c5eb160ea3d606d62c2187b3e6b,5,tudo certo,91907ed201693e770b64ba1278e84c98,18314806b9cd4c3bb04b7227559587c9,bed_bath_table,Home & Living,Everything is right.
6b512d6dbced14a60725ffbc129d4e29,5,tudo funcionando bem embalado,0cf46588cd3f5a23002166b5a1945820,630e393b0fad710fe0aaec0b3534a707,garden_tools,Home & Living,Everything is working well and packed.
2c81e6aa6ff35dc1927f3002b02c7066,1,consta como entregu na data ontem ao meio dia quarenta nada foi entregu,49d63ca93dcff55be6f279beab94e3a9,eca24c0defdc3d4e93edbff1e8ac7592,fashion_bags_accessories,Lifestyle,"As I delivered the constable on the date yesterday at midnight, nothing was delivered."
d9d104af1ea99e0b7f6b0644eedc74d0,1,preço bom,7f0b11f47d3ff4b3f1ce8788cde95a36,2835986fb61a9e646a7d2c79155ebdfa,furniture_decor,Home & Living,The price is good.
c54e54dd1e0825cff027c9e76c4033d3,4,muinto bom profuto,5fd66a1f4e029c2bc89d772dc2223b7b,658faebfae253c2b3179b165c95cf41b,housewares,Home & Living,"In the same way, profits are made."
d7520dd6301787392e59dddbbc68ea22,5,chegou super rapido tendo em vista foi via correio adorei,970cf46f7115375cd62b593635e73e28,ea1130c75988006c15ad65f400e5e258,cool_stuff,Lifestyle,It arrived super fast in sight too via mail adorei
82e070eba489c61a48344dcd12ecaada,2,comprei cascata é só recebir realizei queixa deram resposta até hoje,4175b1ca4789b20c01f4048dd9e44c23,60431ba4054df0c693f9cb90dfea3c92,sports_leisure,Lifestyle,I only received a response to the complaint from the company until today.
5bf333c26f367c6992c8c4eff042bb4b,5,empresa comprometida atendimento ao client idônea no produto vendem,cd5d9481ec88764a639dcb3b6a88b657,0afacfbf7227b075c599d63c9c0c2c0a,baby,Lifestyle,A company committed to serving the right customer no product vendem
4237d03d511e94c1d2504e01a20cd668,5,faqueiro é lindo chegou,6ae1ae4714e95b8f8f910a3b690b37f9,7ef65cd0cd1333001db91fb5d84b7c11,housewares,Home & Living,The faqueiro is beautiful arrived
67cfcef68eea9ea1ea9423cf240ed340,2,veio um defeito acrílico fica bem aparent,e7ba27eaa7692a165b91ba35a41da310,e80e9b305e64fd907e9a8e2eae389d9a,housewares,Home & Living,It came with an acrylic defect that was quite apparent.
d08cea64b0ea4e19362640cd4b7f5a12,4,boa qualidad,fcfeceb70fc4f20c0cd915a390e833ff,b31ae0ad037ca6a15589eca57e924638,computers_accessories,Tech & Gadgets,The good quality is good.
336f7fe8abc3af0bf30d0cf7204ec20f,2,dei cinco estrela porqu eu queria comprar uma tigela tampa frete é mai caro produtopor isso recomendo,fb819201cf760172ecaca73892bc8603,d19524508c945eb11db78ab098bcb798,housewares,Home & Living,"Five stars because I wanted to buy a bowl of fried chicken is more expensive to produce, so I recommend it."
205b109336cc8efa4ff08f231919f4bc,4,tudo bem,13b187937fc5bb5e05700fc65db340e5,9d40b5eafa99b247a7d299e3f1467cce,home_confort,Home & Living,It's all right.
16561ffb6af09015484f1ab3dd7b0378,4,bom,85e2c6230d1b9e2241cdd03d81bd0069,c1bbe8f5d21aa439c321ac81b2af8a95,auto,Home & Living,The bombs are bombs.
ee0eea7eab4735c851dddf163cf434cc,3,forum,97f4ba8b41d03165ab31e468af52e6ce,be3db85fbf93c6d04f28a20788c55ecb,computers_accessories,Tech & Gadgets,The forum forum
26261556487a03e52339403486ef134d,5,super atencioso previsto,6ef09a6a7758b108b84fcab47567f3e4,db084b0a1307ca040b75ec6e50fd7458,watches_gifts,Tech & Gadgets,Super attentive anticipated
7991b363c057a520b3ffa9dd2919cff5,5,o pincéi são lindo muita qualidad,10aedefb974a292765b5daeeb4177526,278762174a5e1487726430ad8dd416b4,perfumery,Lifestyle,"The pinces are beautiful, very high quality."
e19a1b398beea6784e6dc219eb0a6a89,5,adorei comprar es produtorecomendo todo poi chegou,b62f89621c53271b37571d7f0aaf380e,d95ae1927e0599911eb1d86a5abf176a,computers_accessories,Tech & Gadgets,I love to buy it and I recommend everything after it's arrived.
4ef23acabdb7440d19895d1e64443342,5,ótimo,d7c03aec3cda815b999d85b585fdf3e5,4c032e46fef391579a7e991e8259b089,watches_gifts,Tech & Gadgets,This is a great idea.
8dbc85d1447242f3b127dda390d56e19,5,cumpriu prometido,48e1ac109decbb87765a3eade6854098,5740810e4d16fe8fc6a1b959558f63a5,computers,Tech & Gadgets,The promise is fulfilled.
090cb921c3319702919eabe80bc9f5ff,1,compra foi realizada em ate momento recebemo est qual temo urgência compramo nesta loja poi normalment enrega desta vez nã,bd795d5de7a0119b5460d76f411f31e6,90bb3c9f83e763781cffd6996e360118,electronics,Tech & Gadgets,The purchase was made at the time of receipt is what the issue of urgency we buy in this store and then normally enrega this time.
23e7bb857c480aa4791ff2f7f2a5e151,5,otimo produto,a39d1d1c60d50d29917037ad922ec1aa,208d752e9f4255953cfe758f81629152,home_confort,Home & Living,Good product.
09ce65f75711be9f04a63700ae3c5adc,1,você deveriam passar algum contato direto fornecedor minha encomenda ainda chegou agora,5bed15735f2d1bdfb2ba8286973d1bca,d8d3640343ff17b02e1d071ce13365c3,watches_gifts,Tech & Gadgets,"I should have passed some direct contact to the supplier of my order, my order has arrived yet."
747996a66f5aa711deb8ae58f5ae46a0,5,recebi bem informado é qualidad veio devidament embalado nota fiscal,12f5d6e1cbf93dafd9dcc19095df0b3d,e5d48386325f21f0360c77b19c77feb1,pet_shop,Media & Essential,You will receive a well-informed and qualified receipt of the tax return packaged in the tax return.
